user_id,degree_encoded,specialization_encoded,cgpa_normalized,cgpa_category_encoded,certifications_count,coding_skills_encoded,internships_count,projects_count,experience_category_encoded,total_experience,has_research,research_level_encoded,extracurriculars,leadership_positions,field_courses,target_career_encoded
USER_6847,1,7,8.367709849719907,1,1,3,0,3,2,3,0,0,8,0,6,7
USER_6869,0,1,9.484579132510849,3,1,4,1,3,2,5,1,1,6,1,3,4
USER_6873,3,8,9.306160792249,3,0,3,0,2,0,3,1,1,4,1,2,10
USER_6873,1,8,9.306160792249,3,0,3,0,2,0,3,1,1,4,1,2,10
USER_6910,3,12,5.860771559378169,0,0,2,2,1,2,4,0,0,8,1,0,11
USER_6910,1,12,5.860771559378169,0,0,2,2,1,2,4,0,0,8,1,0,11
USER_6946,0,1,6.794807710625568,2,0,0,0,0,3,0,0,0,7,0,4,10
USER_6972,3,4,8.746354397553455,1,1,3,0,0,3,0,1,1,1,0,3,5
USER_6972,2,4,8.746354397553455,1,1,3,0,0,3,0,1,1,1,0,3,5
USER_7014,3,7,7.434853818853895,4,1,1,1,3,2,4,0,0,5,0,6,7
USER_7014,1,7,7.434853818853895,4,1,1,1,3,2,4,0,0,5,0,6,7
USER_7079,0,1,8.192761447539269,1,1,3,2,0,0,3,1,1,1,1,6,4
USER_7085,3,4,8.012593106339532,1,0,2,0,2,0,3,1,1,8,1,6,6
USER_7085,2,4,8.012593106339532,1,0,2,0,2,0,3,1,1,8,1,6,6
USER_7203,0,1,8.67307309919132,1,0,0,1,0,0,1,1,1,3,0,8,4
USER_7238,0,1,6.367528118517607,2,0,0,0,2,0,2,0,0,0,0,4,10
USER_7266,3,0,8.140169093548671,1,1,3,1,1,0,3,0,0,3,1,9,0
USER_7266,1,0,8.140169093548671,1,1,3,1,1,0,3,0,0,3,1,9,0
USER_7317,3,4,8.36357379159641,1,1,0,2,0,0,2,0,0,1,0,9,13
USER_7317,2,4,8.36357379159641,1,1,0,2,0,0,2,0,0,1,0,9,13
USER_7352,0,1,9.594628194162745,3,1,2,1,0,0,1,1,1,3,0,2,4
USER_7446,3,4,9.11863373182914,3,0,1,0,1,0,2,1,1,0,1,6,10
USER_7446,2,4,9.11863373182914,3,0,1,0,1,0,2,1,1,0,1,6,10
USER_7525,3,12,6.236674445808381,2,0,4,1,2,2,3,1,1,1,0,4,3
USER_7525,1,12,6.236674445808381,2,0,4,1,2,2,3,1,1,1,0,4,3
USER_7588,3,12,9.11910460882961,3,0,3,0,4,2,5,0,0,7,1,7,3
USER_7588,1,12,9.11910460882961,3,0,3,0,4,2,5,0,0,7,1,7,3
USER_7597,3,8,8.075640686352124,1,1,1,0,3,2,4,1,1,7,1,2,10
USER_7597,1,8,8.075640686352124,1,1,1,0,3,2,4,1,1,7,1,2,10
USER_7612,3,4,7.496976397658248,4,1,0,2,3,1,5,1,1,1,0,8,9
USER_7612,1,4,7.496976397658248,4,1,0,2,3,1,5,1,1,1,0,8,9
USER_7613,3,4,7.052754642637792,4,1,4,2,1,2,3,1,1,2,0,5,13
USER_7613,2,4,7.052754642637792,4,1,4,2,1,2,3,1,1,2,0,5,13
USER_7629,3,4,6.323599916107804,2,0,0,1,3,2,4,0,0,5,0,4,14
USER_7629,2,4,6.323599916107804,2,0,0,1,3,2,4,0,0,5,0,4,14
USER_7674,3,12,9.394673341941342,3,0,2,2,0,0,3,1,1,5,1,1,11
USER_7674,1,12,9.394673341941342,3,0,2,2,0,0,3,1,1,5,1,1,11
USER_7712,3,4,7.175188843713974,4,1,3,2,1,2,4,0,0,1,1,7,13
USER_7712,2,4,7.175188843713974,4,1,3,2,1,2,4,0,0,1,1,7,13
USER_7790,3,4,5.364635325210385,0,0,2,2,0,0,2,1,1,2,0,3,10
USER_7790,2,4,5.364635325210385,0,0,2,2,0,0,2,1,1,2,0,3,10
USER_8030,3,4,5.171494521933797,0,0,4,1,1,0,2,0,0,7,0,7,9
USER_8030,1,4,5.171494521933797,0,0,4,1,1,0,2,0,0,7,0,7,9
USER_8051,3,12,9.61056430991796,3,1,1,0,4,2,5,1,1,7,1,7,11
USER_8051,1,12,9.61056430991796,3,1,1,0,4,2,5,1,1,7,1,7,11
USER_8057,3,4,9.211369264865638,3,1,3,1,0,0,2,1,1,7,1,5,14
USER_8057,2,4,9.211369264865638,3,1,3,1,0,0,2,1,1,7,1,5,14
USER_8081,3,0,5.222687710840408,0,0,0,0,2,0,2,0,0,6,0,2,0
USER_8081,1,0,5.222687710840408,0,0,0,0,2,0,2,0,0,6,0,2,0
USER_8093,3,12,7.292263598844688,4,0,4,0,2,0,2,1,1,6,0,6,1
USER_8093,1,12,7.292263598844688,4,0,4,0,2,0,2,1,1,6,0,6,1
USER_8097,3,4,9.633394526568582,3,0,0,0,3,2,3,0,0,4,0,9,13
USER_8097,2,4,9.633394526568582,3,0,0,0,3,2,3,0,0,4,0,9,13
USER_8154,3,4,5.576531280956626,0,1,3,2,3,1,6,0,0,8,1,3,13
USER_8154,2,4,5.576531280956626,0,1,3,2,3,1,6,0,0,8,1,3,13
USER_8182,3,4,5.087681943271956,0,0,3,1,4,1,6,1,1,6,1,9,13
USER_8182,2,4,5.087681943271956,0,0,3,1,4,1,6,1,1,6,1,9,13
USER_8222,3,4,5.953505355685255,0,0,2,2,2,2,5,1,1,3,1,2,13
USER_8222,2,4,5.953505355685255,0,0,2,2,2,2,5,1,1,3,1,2,13
USER_8243,3,4,9.99652021036457,3,1,1,1,1,0,2,1,1,9,0,5,10
USER_8243,2,4,9.99652021036457,3,1,1,1,1,0,2,1,1,9,0,5,10
USER_8320,3,4,5.48691413970582,0,1,1,2,1,2,4,1,1,5,1,2,10
USER_8320,2,4,5.48691413970582,0,1,1,2,1,2,4,1,1,5,1,2,10
USER_8356,3,4,6.566282390414793,2,0,1,1,3,2,5,0,0,2,1,5,10
USER_8356,2,4,6.566282390414793,2,0,1,1,3,2,5,0,0,2,1,5,10
USER_8449,3,4,5.549689686076633,0,0,2,0,4,2,5,0,0,3,1,6,13
USER_8449,2,4,5.549689686076633,0,0,2,0,4,2,5,0,0,3,1,6,13
USER_8465,0,1,8.705382176951765,1,0,0,0,1,0,2,1,1,8,1,4,4
USER_8615,3,4,5.260656844960939,0,1,1,2,4,1,7,0,0,1,1,1,13
USER_8615,2,4,5.260656844960939,0,1,1,2,4,1,7,0,0,1,1,1,13
USER_8617,3,4,7.027705024823464,4,1,3,2,2,2,4,1,1,1,0,2,9
USER_8617,1,4,7.027705024823464,4,1,3,2,2,2,4,1,1,1,0,2,9
USER_8623,3,4,9.642530796315068,3,0,1,1,0,0,1,0,0,9,0,1,10
USER_8623,2,4,9.642530796315068,3,0,1,1,0,0,1,0,0,9,0,1,10
USER_8652,3,12,9.21757310382017,3,0,1,0,4,2,5,0,0,8,1,8,11
USER_8652,1,12,9.21757310382017,3,0,1,0,4,2,5,0,0,8,1,8,11
USER_8730,0,1,9.197689627069597,3,0,4,0,3,2,3,1,1,4,0,6,4
USER_8752,3,4,8.35328811190731,1,1,1,1,4,1,6,1,1,0,1,8,13
USER_8752,2,4,8.35328811190731,1,1,1,1,4,1,6,1,1,0,1,8,13
USER_8820,0,1,5.16292387312499,0,0,3,0,3,2,3,0,0,0,0,4,10
USER_8824,0,1,5.391030267353218,0,1,2,1,4,1,5,1,1,1,0,9,4
USER_8825,0,1,7.640422541634858,4,1,2,1,2,2,4,0,0,3,1,4,4
USER_8831,3,4,7.2374390300574625,4,0,4,0,3,2,3,0,0,2,0,5,6
USER_8831,1,4,7.2374390300574625,4,0,4,0,3,2,3,0,0,2,0,5,6
USER_8837,3,4,9.106876251102436,3,0,2,1,1,0,2,1,1,6,0,0,10
USER_8837,2,4,9.106876251102436,3,0,2,1,1,0,2,1,1,6,0,0,10
USER_8921,3,4,5.429714053430584,0,0,3,0,3,2,4,0,0,4,1,0,13
USER_8921,2,4,5.429714053430584,0,0,3,0,3,2,4,0,0,4,1,0,13
USER_8937,0,1,8.132526040571108,1,0,0,0,2,0,3,1,1,6,1,2,4
USER_8954,3,4,8.130641930955829,1,1,3,0,1,0,1,0,0,6,0,0,14
USER_8954,2,4,8.130641930955829,1,1,3,0,1,0,1,0,0,6,0,0,14
USER_8971,0,1,9.054195246501646,3,0,3,1,2,2,3,0,0,2,0,5,4
USER_7000,8,4,7.810890415965769,4,1,4,3,3,2,3,1,1,3,0,1,13
USER_7000,6,4,7.810890415965769,4,1,4,3,3,2,3,1,1,3,0,1,13
USER_7001,8,4,9.827500072434706,3,3,3,3,1,1,6,1,1,0,0,1,13
USER_7001,6,4,9.827500072434706,3,3,3,3,1,1,6,1,1,0,0,1,13
USER_7002,8,4,9.061978796339918,3,1,4,3,1,2,3,1,1,8,1,3,13
USER_7002,6,4,9.061978796339918,3,1,4,3,1,2,3,1,1,8,1,3,13
USER_7003,8,4,8.595304694689627,1,2,3,2,1,0,2,1,1,6,1,4,13
USER_7003,6,4,8.595304694689627,1,2,3,2,1,0,2,1,1,6,1,4,13
USER_7004,8,4,7.046065241548527,4,1,4,2,1,0,1,1,1,6,0,5,13
USER_7004,6,4,7.046065241548527,4,1,4,2,1,0,1,1,1,6,0,5,13
USER_7005,8,4,7.045980821176709,4,3,0,1,4,0,1,1,1,6,0,8,0
USER_7005,6,4,7.045980821176709,4,3,0,1,4,0,1,1,1,6,0,8,0
USER_7006,8,4,6.703292642588698,2,2,3,3,3,2,3,1,1,1,0,3,0
USER_7006,6,4,6.703292642588698,2,2,3,3,3,2,3,1,1,1,0,3,0
USER_7007,8,4,9.531616510212274,3,2,4,1,1,1,6,1,1,4,1,5,0
USER_7007,6,4,9.531616510212274,3,2,4,1,1,1,6,1,1,4,1,5,0
USER_7008,8,4,8.603902541101231,1,1,0,2,2,2,4,1,1,1,0,8,0
USER_7008,6,4,8.603902541101231,1,1,0,2,2,2,4,1,1,1,0,8,0
USER_7009,8,0,8.978254022286158,1,1,4,2,4,2,4,1,1,8,0,5,0
USER_7009,6,0,8.978254022286158,1,1,4,2,4,2,4,1,1,8,0,5,0
USER_7010,8,0,6.572045730035309,2,1,4,1,3,1,6,1,1,4,0,3,0
USER_7010,6,0,6.572045730035309,2,1,4,1,3,1,6,1,1,4,0,3,0
USER_7011,8,0,9.89468448256698,3,3,3,2,2,1,7,1,1,6,1,2,0
USER_7011,6,0,9.89468448256698,3,3,3,2,2,1,7,1,1,6,1,2,0
USER_7012,8,0,9.413549242801476,3,2,4,1,3,1,6,1,1,9,1,5,0
USER_7012,6,0,9.413549242801476,3,2,4,1,3,1,6,1,1,9,1,5,0
USER_7013,8,0,7.243186887373967,4,1,4,3,4,0,1,1,1,0,0,2,0
USER_7013,6,0,7.243186887373967,4,1,4,3,4,0,1,1,1,0,0,2,0
USER_7014,8,0,7.136387385224852,4,1,3,2,1,1,6,1,1,6,1,8,6
USER_7014,6,0,7.136387385224852,4,1,3,2,1,1,6,1,1,6,1,8,6
USER_7015,8,0,7.1419157844870185,4,2,3,1,1,2,4,1,1,5,0,4,6
USER_7015,6,0,7.1419157844870185,4,2,3,1,1,2,4,1,1,5,0,4,6
USER_7016,8,0,7.564847850358382,4,2,4,2,1,2,4,1,1,8,0,8,6
USER_7016,6,0,7.564847850358382,4,2,4,2,1,2,4,1,1,8,0,8,6
USER_7017,8,0,8.336647510712833,1,1,3,2,2,0,2,1,1,5,0,8,6
USER_7017,6,0,8.336647510712833,1,1,3,2,2,0,2,1,1,5,0,8,6
USER_7018,8,0,8.011807565247405,1,3,4,3,3,1,7,1,1,0,0,5,6
USER_7018,6,0,8.011807565247405,1,3,4,3,3,1,7,1,1,0,0,5,6
USER_7019,8,10,7.519301990693147,4,1,4,1,1,0,1,1,1,7,0,8,13
USER_7019,6,10,7.519301990693147,4,1,4,1,1,0,1,1,1,7,0,8,13
USER_7020,8,10,8.641485131528327,1,1,4,3,4,0,2,1,1,4,1,3,13
USER_7020,6,10,8.641485131528327,1,1,4,3,4,0,2,1,1,4,1,3,13
USER_7021,8,10,6.988228512282147,2,3,3,3,2,2,4,1,1,6,1,7,13
USER_7021,6,10,6.988228512282147,2,3,3,3,2,2,4,1,1,6,1,7,13
USER_7022,8,10,7.522506269873263,4,3,0,1,2,2,3,1,1,1,1,0,13
USER_7022,6,10,7.522506269873263,4,3,0,1,2,2,3,1,1,1,1,0,13
USER_7023,8,12,7.782266451527921,4,3,1,3,1,3,0,1,1,1,0,3,11
USER_7023,6,12,7.782266451527921,4,3,1,3,1,3,0,1,1,1,0,3,11
USER_7024,8,12,8.096244944759626,1,1,1,2,0,2,3,1,1,4,1,3,11
USER_7024,6,12,8.096244944759626,1,1,1,2,0,2,3,1,1,4,1,3,11
USER_7025,8,12,9.248115864875547,3,3,1,3,3,2,3,1,1,7,1,3,11
USER_7025,6,12,9.248115864875547,3,3,1,3,3,2,3,1,1,7,1,3,11
USER_7026,8,12,7.198858237554259,4,1,1,3,3,2,5,1,1,6,1,7,11
USER_7026,6,12,7.198858237554259,4,1,1,3,3,2,5,1,1,6,1,7,11
USER_7027,8,12,8.29982053444764,1,3,1,3,0,3,0,1,1,6,1,1,11
USER_7027,6,12,8.29982053444764,1,3,1,3,0,3,0,1,1,6,1,1,11
USER_7028,8,7,8.573450991017149,1,1,1,3,3,0,2,1,1,6,0,4,7
USER_7028,6,7,8.573450991017149,1,1,1,3,3,0,2,1,1,6,0,4,7
USER_7029,8,7,6.662576444519992,2,2,1,1,3,0,1,1,1,0,0,1,7
USER_7029,6,7,6.662576444519992,2,2,1,1,3,0,1,1,1,0,0,1,7
USER_7030,8,7,8.626406981655034,1,1,1,2,3,1,7,1,1,3,1,0,7
USER_7030,6,7,8.626406981655034,1,1,1,2,3,1,7,1,1,3,1,0,7
USER_7031,8,3,7.096834432905521,4,2,1,2,2,1,7,1,1,4,1,8,4
USER_7031,6,3,7.096834432905521,4,2,1,2,2,1,7,1,1,4,1,8,4
USER_7032,8,3,6.727680575448479,2,3,4,2,1,2,3,1,1,4,0,0,4
USER_7032,6,3,6.727680575448479,2,3,4,2,1,2,3,1,1,4,0,0,4
USER_7033,8,3,9.821099380386666,3,3,4,3,0,2,5,1,1,0,0,9,4
USER_7033,6,3,9.821099380386666,3,3,4,3,0,2,5,1,1,0,0,9,4
USER_7034,8,8,9.879712115760958,3,3,4,1,0,0,1,1,1,2,0,9,7
USER_7034,6,8,9.879712115760958,3,3,4,1,0,0,1,1,1,2,0,9,7
USER_7035,8,8,9.329390718407614,3,1,4,1,3,0,1,1,1,9,0,9,7
USER_7035,6,8,9.329390718407614,3,1,4,1,3,0,1,1,1,9,0,9,7
USER_7036,8,8,7.566148192106797,4,3,1,3,0,1,6,1,1,9,1,4,7
USER_7036,6,8,7.566148192106797,4,3,1,3,0,1,6,1,1,9,1,4,7
USER_7037,8,8,6.841852399022343,2,1,4,3,2,2,3,1,1,4,1,2,7
USER_7037,6,8,6.841852399022343,2,1,4,3,2,2,3,1,1,4,1,2,7
USER_7038,8,5,8.894815592792549,1,3,0,2,3,0,1,1,1,0,1,9,5
USER_7038,6,5,8.894815592792549,1,3,0,2,3,0,1,1,1,0,1,9,5
USER_7039,8,5,8.040533728088604,1,3,4,1,2,2,4,1,1,2,1,1,5
USER_7039,6,5,8.040533728088604,1,3,4,1,2,2,4,1,1,2,1,1,5
USER_7040,8,5,6.927133821956726,2,1,0,2,2,1,7,1,1,8,1,9,5
USER_7040,6,5,6.927133821956726,2,1,0,2,2,1,7,1,1,8,1,9,5
USER_7041,8,5,8.233119185389446,1,3,3,1,3,0,1,1,1,2,1,1,5
USER_7041,6,5,8.233119185389446,1,3,3,1,3,0,1,1,1,2,1,1,5
USER_7042,8,5,6.620359823903264,2,1,3,3,2,2,4,1,1,4,0,5,5
USER_7042,6,5,6.620359823903264,2,1,3,3,2,2,4,1,1,4,0,5,5
USER_7043,4,4,9.546602010393912,3,2,3,1,4,0,2,1,1,0,0,6,13
USER_7044,4,4,6.293899908000085,2,1,4,0,3,1,6,0,0,4,0,7,13
USER_7045,4,4,8.31261142176991,1,2,3,1,1,3,0,0,0,2,0,5,13
USER_7046,4,4,6.558555380447055,2,2,4,1,2,3,0,0,0,0,1,3,14
USER_7047,4,4,7.600340105889054,4,2,4,2,1,0,2,1,1,6,0,3,14
USER_7048,4,4,7.733551396716399,4,0,4,1,1,0,1,1,1,5,1,3,14
USER_7049,4,4,5.924272277627635,0,1,4,2,1,2,3,1,1,7,0,3,14
USER_7050,4,4,9.847923138822791,3,1,0,1,2,0,1,0,0,3,1,5,14
USER_7051,4,10,8.875664116805574,1,0,0,1,4,2,5,1,1,8,1,0,13
USER_7052,4,10,9.697494707820946,3,0,0,0,3,3,0,0,0,6,1,5,13
USER_7053,4,10,9.474136752138245,3,1,3,2,1,2,3,1,1,3,1,0,13
USER_7054,4,10,7.989499894055426,4,2,0,0,2,0,2,0,0,5,1,1,13
USER_7055,4,10,9.609371175115584,3,1,3,1,4,0,2,0,0,4,0,3,14
USER_7056,4,10,5.442462510259597,0,1,3,1,2,2,4,1,1,6,0,4,14
USER_7057,4,10,5.979914312095726,0,1,4,1,3,2,3,0,0,3,1,2,14
USER_7058,4,10,5.22613644455269,0,2,4,1,3,3,0,1,1,3,1,3,14
USER_7059,4,10,6.626651653816322,2,0,4,0,1,0,1,1,1,9,0,7,14
USER_7060,4,6,6.94338644844741,2,2,3,0,4,2,3,0,0,2,0,1,6
USER_7061,4,6,6.356745158869479,2,1,4,0,4,3,0,1,1,1,1,2,6
USER_7062,4,6,9.143687545759647,3,1,3,2,3,1,6,1,1,9,1,8,6
USER_7063,4,6,6.7837666334679465,2,1,4,2,4,2,3,0,0,3,1,8,6
USER_7064,10,4,6.404672548436904,2,2,4,1,4,3,0,1,1,3,1,5,13
USER_7065,10,4,7.713480415791242,4,1,3,0,2,0,1,0,0,2,0,1,13
USER_7066,10,4,5.704621124873813,0,1,0,1,4,2,3,0,0,6,1,9,13
USER_7067,10,4,9.0109849037702,3,2,4,2,4,2,3,0,0,5,1,6,13
USER_7068,10,4,5.372753218398854,0,2,3,2,2,2,3,0,0,6,1,0,6
USER_7069,10,4,9.934434683002586,3,1,0,2,4,2,5,0,0,7,0,9,6
USER_7070,10,4,8.861223846483288,1,2,4,1,1,3,0,1,1,2,1,2,6
USER_7071,10,4,5.993578407670862,0,0,0,1,3,0,1,0,0,5,1,4,6
USER_7072,10,10,5.027610585618012,0,1,4,1,1,2,5,1,1,5,0,1,13
USER_7073,10,10,9.07730714227417,3,2,4,0,2,0,1,1,1,9,0,3,13
USER_7074,10,10,8.534286719238086,1,0,0,2,1,2,4,1,1,7,1,5,13
USER_7075,10,10,8.645035840204937,1,0,3,2,1,1,6,1,1,4,0,9,13
USER_7076,10,0,8.85635173342973,1,1,3,2,4,2,3,1,1,3,0,9,0
USER_7077,10,0,5.370223258670452,0,2,3,0,1,2,5,1,1,9,0,9,0
USER_7078,10,0,6.792328642721364,2,0,0,2,4,2,5,0,0,8,1,0,0
USER_7079,10,5,5.579345297625649,0,1,4,1,3,2,5,1,1,7,0,6,5
USER_7080,10,5,9.315517129377968,3,0,3,2,3,2,4,1,1,8,1,7,5
USER_7081,10,5,8.11649063413779,1,1,3,2,3,0,2,1,1,1,1,7,5
USER_7082,10,5,6.654490124263246,2,0,0,2,4,0,2,0,0,5,0,7,5
USER_7083,2,4,5.317791751430118,0,1,0,1,3,2,4,1,1,4,0,8,13
USER_7084,2,4,6.554911608578311,2,0,4,0,4,2,3,1,1,3,1,7,13
USER_7085,2,4,6.625916610133736,2,1,4,0,3,0,1,0,0,3,1,9,13
USER_7086,2,4,8.64803089169032,1,1,3,2,3,2,3,1,1,8,1,5,6
USER_7087,2,4,8.187787356776067,1,2,0,1,3,0,2,0,0,3,1,1,6
USER_7088,2,4,9.436063712881634,3,2,3,2,2,0,1,0,0,7,1,9,6
USER_7089,2,4,7.361074625809747,4,2,3,1,1,1,6,0,0,3,1,2,6
USER_7090,2,10,5.597971229691509,0,0,3,2,2,0,2,0,0,0,1,2,14
USER_7091,2,10,8.566223936114975,1,2,0,0,1,2,4,0,0,7,1,5,14
USER_7092,2,10,8.803925243084487,1,0,4,1,4,3,0,1,1,6,1,1,14
USER_7093,2,10,7.806385987847481,4,2,3,2,1,0,1,0,0,9,1,1,14
USER_7094,2,6,8.854835899772805,1,0,3,1,2,1,6,1,1,7,1,4,6
USER_7095,2,6,7.468977981821954,4,2,0,1,1,2,4,1,1,1,0,3,6
USER_7096,2,6,7.61366414690997,4,1,3,0,2,0,1,0,0,1,0,0,6
USER_7097,2,13,7.137705091792748,4,1,0,1,0,0,1,0,0,4,1,1,6
USER_7098,2,13,5.127095633720476,0,2,4,1,1,2,3,0,0,3,0,4,6
USER_7099,2,13,5.539457134966522,0,0,4,0,1,1,6,0,0,9,1,7,6
USER_7100,2,13,5.157145928433671,0,0,0,2,2,2,5,0,0,4,1,7,6
USER_7101,2,11,8.182052056318902,1,2,4,1,2,2,4,0,0,1,0,9,6
USER_7102,2,11,6.571779905381634,2,2,4,2,2,2,4,0,0,2,1,8,6
USER_7103,2,11,7.542853455823514,4,2,0,1,1,2,4,0,0,7,0,7,6
USER_7104,7,4,9.676482658741325,3,1,0,2,1,0,2,0,0,7,1,6,0
USER_7105,7,4,7.372522802021062,4,2,4,2,1,2,5,0,0,1,1,8,0
USER_7106,7,4,7.936340230624705,4,0,3,3,4,1,6,0,0,8,1,9,0
USER_7107,7,4,9.14442898490067,3,1,3,2,1,2,3,0,0,2,1,7,0
USER_7108,7,4,7.300793579220679,4,1,4,1,2,0,2,0,0,0,1,1,6
USER_7109,7,4,6.769429684400776,2,0,4,2,1,0,2,0,0,4,1,6,6
USER_7110,7,4,7.514130085198188,4,1,0,1,4,0,2,0,0,9,0,1,6
USER_7111,7,4,7.064274505389015,4,1,0,2,3,3,0,0,0,4,1,2,6
USER_7112,7,4,9.753941783199004,3,1,3,2,3,2,5,1,1,8,1,7,6
USER_7113,7,6,9.32842132847546,3,0,3,1,4,2,3,1,1,6,0,5,6
USER_7114,7,6,8.716913147786482,1,2,0,3,4,1,6,1,1,2,1,0,6
USER_7115,7,6,9.55011206565701,3,0,3,3,3,0,1,1,1,7,0,8,6
USER_7116,7,6,9.312852269146902,3,1,4,3,2,1,6,1,1,2,0,7,6
USER_7117,7,0,7.152995206101125,4,1,3,3,4,0,1,1,1,8,1,5,0
USER_7118,7,0,9.62395649471492,3,2,3,2,1,0,1,0,0,4,0,1,0
USER_7119,7,0,8.387697846704778,1,1,4,3,1,1,7,0,0,4,0,0,0
USER_7120,7,0,9.32604054307422,3,1,4,2,3,2,5,0,0,3,1,9,0
USER_7121,7,13,9.636319549732226,3,0,4,1,0,1,6,1,1,3,1,9,6
USER_7122,7,13,7.613012162401524,4,0,4,2,2,1,7,0,0,0,1,4,6
USER_7123,7,13,6.885181735846869,2,2,4,1,3,2,5,1,1,4,1,4,6
USER_7124,7,13,7.297773068896796,4,1,0,1,3,1,7,0,0,6,1,9,6
USER_7125,7,13,7.994877260191897,4,1,0,1,3,2,4,0,0,0,1,4,6
USER_7126,9,2,8.863051680728725,1,2,2,1,1,2,4,1,1,2,0,0,2
USER_7127,9,2,9.0125570413972,3,1,2,1,2,0,2,0,0,4,1,6,2
USER_7128,9,2,6.024332456859168,2,0,1,1,2,2,4,1,1,4,1,4,2
USER_7129,9,9,7.78761555902148,4,1,1,2,0,0,2,1,1,3,1,8,8
USER_7130,9,9,7.460938511020727,4,1,1,2,0,2,4,1,1,7,1,4,8
USER_7131,9,9,6.777377336647556,2,2,2,3,2,0,1,1,1,7,0,9,8
USER_7132,9,9,6.4195287856678895,2,2,2,3,1,0,1,1,1,7,1,6,2
USER_7133,9,9,7.1816530999126975,4,0,1,1,0,2,4,1,1,1,0,3,8
USER_7134,9,2,9.300183963693817,3,0,2,2,2,1,6,1,1,2,1,1,12
USER_7135,9,2,7.131210262072644,4,1,4,2,2,3,0,1,1,3,1,7,12
USER_7136,9,2,7.815767176101781,4,0,2,1,2,2,5,0,0,4,0,1,12
USER_7137,9,2,8.460566356133123,1,1,1,3,1,3,0,0,0,5,0,2,12
USER_7138,9,2,7.272703608327529,4,2,1,1,1,2,3,1,1,3,1,2,12
USER_7139,9,9,9.401237289523362,3,0,2,1,1,2,4,1,1,1,0,2,8
USER_7140,9,9,9.368565532297389,3,0,2,1,2,3,0,0,0,0,0,6,8
USER_7141,9,9,6.881238035388774,2,2,1,3,0,1,7,0,0,5,0,7,8
USER_7142,9,9,7.740369770623349,4,2,1,3,0,2,4,0,0,0,0,7,8
USER_7143,9,9,7.053074084358694,4,1,2,3,0,1,7,1,1,7,0,1,8
USER_7144,11,4,7.496941730321136,4,3,4,1,2,1,7,1,4,6,1,7,0
USER_7145,11,4,6.6291043157408645,2,3,3,2,1,2,4,1,3,6,1,3,0
USER_7146,11,4,8.633475168929639,1,2,0,2,4,1,9,1,3,5,1,5,0
USER_7147,11,4,8.259376581301016,1,3,0,2,2,1,10,1,3,1,0,1,0
USER_7148,11,0,6.680175629374963,2,1,3,3,3,2,5,1,3,9,1,1,0
USER_7149,11,0,7.47526262482814,4,2,0,3,4,2,3,1,4,9,1,5,0
USER_7150,11,0,9.678930600883287,3,1,3,3,2,2,5,1,4,3,0,5,0
USER_7151,11,0,7.3384666173344035,4,3,0,1,3,1,6,1,4,8,0,9,0
USER_7152,11,6,7.007132052319281,4,3,0,1,2,1,7,1,4,5,1,0,6
USER_7153,11,6,8.21308466097147,1,1,4,3,4,2,4,1,3,0,0,8,6
USER_7154,11,6,9.949776589387104,3,1,0,2,4,1,8,1,3,5,1,5,6
USER_7155,11,6,7.347193450290251,4,3,3,1,1,2,5,1,3,9,0,1,6
USER_7156,11,6,8.852474415920575,1,2,0,3,4,1,10,1,4,6,1,3,6
USER_7157,11,12,9.165668653650512,3,1,2,2,0,1,7,1,4,8,1,0,11
USER_7158,11,12,7.331731403973399,4,1,2,3,0,2,3,1,3,4,0,2,11
USER_7159,11,12,9.048757220141509,3,2,2,2,0,2,3,1,4,6,0,2,11
USER_7160,11,12,7.787240964517387,4,2,4,3,1,1,8,1,3,6,0,6,11
USER_7161,11,12,8.713070407077527,1,1,2,1,2,1,9,1,4,6,1,1,11
USER_7162,11,7,8.717353987663131,1,1,2,1,3,1,8,1,3,6,0,3,7
USER_7163,11,7,8.375211394261655,1,2,4,2,0,1,9,1,4,5,0,5,7
USER_7164,11,7,6.816014195190429,2,1,1,3,0,1,6,1,4,5,0,3,7
USER_7165,11,7,9.423558734562333,3,1,1,2,1,2,5,1,3,1,0,7,7
USER_7166,5,12,6.603900324858679,2,2,4,1,2,0,2,0,0,1,1,7,11
USER_7167,5,12,5.932592551999271,0,2,2,1,0,0,2,1,1,4,1,7,11
USER_7168,5,12,5.20387570777382,0,0,1,1,2,3,0,1,1,1,1,7,11
USER_7169,5,12,7.954464715941209,4,2,4,2,0,2,3,1,1,9,0,5,11
USER_7170,5,7,8.387821809211413,1,1,4,0,0,2,3,0,0,5,0,8,7
USER_7171,5,7,5.082939144639281,0,2,1,0,1,2,3,1,1,8,0,5,7
USER_7172,5,7,7.560465291496405,4,1,2,1,3,0,2,1,1,0,1,1,7
USER_7173,5,7,6.1324788759896895,2,1,1,2,3,0,2,0,0,9,0,5,7
USER_7174,5,7,8.225863952047249,1,0,4,2,1,0,2,0,0,6,0,9,7
USER_7175,5,3,5.871832145024957,0,0,2,2,3,0,2,1,1,8,0,6,4
USER_7176,5,3,8.45468869051233,1,2,2,0,2,0,2,0,0,3,1,7,4
USER_7177,5,3,6.933676731502687,2,0,1,0,1,3,0,0,0,1,0,5,4
USER_7178,5,3,9.683649943683672,3,2,1,2,3,0,1,0,0,9,0,7,4
USER_7179,5,3,5.687604720729967,0,0,2,1,1,2,3,1,1,7,0,8,4
